epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,265.625,1.2525,0.985,0.0074,0.83763,0.60674,0.71789,0.49094,1.29529,1.23278,0.0105,0.0011288,0.0011288,0.0011288
24,273.889,1.23324,1.08326,0.00819,0.6973,0.67416,0.70859,0.49365,1.16339,1.38034,0.00809,0.0010892,0.0010892,0.0010892
25,283.698,1.22156,0.96777,0.00734,0.74904,0.63723,0.69328,0.50353,1.06759,1.20147,0.00763,0.0010496,0.0010496,0.0010496
26,293.063,1.11229,0.84133,0.00687,0.81547,0.69515,0.74727,0.57458,0.992,1.07157,0.00683,0.00101,0.00101,0.00101
27,301.363,1.21344,1.1036,0.00709,0.83261,0.60674,0.70761,0.54352,1.07759,1.16629,0.00744,0.0009704,0.0009704,0.0009704
28,311.488,1.10731,0.83945,0.00712,0.81768,0.62921,0.7314,0.56148,1.08021,1.1088,0.00768,0.0009308,0.0009308,0.0009308
29,319.407,1.12723,0.87464,0.00772,0.70292,0.69126,0.72375,0.55831,1.01512,1.16589,0.00705,0.0008912,0.0008912,0.0008912
30,329.165,1.10707,0.83895,0.00634,0.7693,0.637,0.71741,0.56006,0.96943,1.06212,0.00682,0.0008516,0.0008516,0.0008516
31,338.528,1.09859,0.80756,0.00662,0.75289,0.60674,0.70058,0.52645,1.00759,1.19343,0.00675,0.000812,0.000812,0.000812
32,346.673,1.08977,0.81633,0.00726,0.73952,0.66991,0.72923,0.55843,1.04109,1.09618,0.00735,0.0007724,0.0007724,0.0007724
33,356.391,1.07286,0.89035,0.00627,0.83687,0.66292,0.74135,0.57304,1.0787,0.96737,0.00723,0.0007328,0.0007328,0.0007328
34,364.448,1.07614,0.79168,0.00606,0.71544,0.73034,0.7515,0.5995,1.09683,0.90272,0.00711,0.0006932,0.0006932,0.0006932
35,374.94,0.99787,0.67318,0.00628,0.75055,0.7191,0.76097,0.59708,1.03168,0.94703,0.00625,0.0006536,0.0006536,0.0006536
36,385.008,1.11332,0.82961,0.00634,0.81057,0.67312,0.76584,0.61715,1.02183,0.9683,0.0066,0.000614,0.000614,0.000614
37,393.133,1.09209,0.81125,0.0064,0.73629,0.72156,0.77821,0.62915,0.9708,0.96957,0.00594,0.0005744,0.0005744,0.0005744
38,403.669,0.98869,0.7255,0.00563,0.72485,0.74157,0.77328,0.6265,0.93857,0.89281,0.00591,0.0005348,0.0005348,0.0005348
39,413.254,1.0083,0.73511,0.00585,0.79378,0.69202,0.77586,0.63608,0.92106,0.85298,0.00521,0.0004952,0.0004952,0.0004952
40,421.714,1.02743,0.79487,0.00656,0.80734,0.7191,0.78384,0.63514,0.93078,0.84031,0.00563,0.0004556,0.0004556,0.0004556
41,449.99,0.74165,0.4155,0.00417,0.77286,0.68819,0.76708,0.63036,0.99371,0.96678,0.00609,0.000416,0.000416,0.000416
42,465.934,0.73297,0.39013,0.00461,0.75558,0.69471,0.76494,0.63133,0.9701,1.05872,0.00606,0.0003764,0.0003764,0.0003764
43,475.997,0.74279,0.38777,0.00471,0.83039,0.66292,0.76559,0.63349,0.96222,1.06982,0.00588,0.0003368,0.0003368,0.0003368
44,484.828,0.70021,0.40152,0.00442,0.85711,0.64045,0.76298,0.62342,0.97911,1.01675,0.00578,0.0002972,0.0002972,0.0002972
45,494.584,0.73318,0.41073,0.00463,0.861,0.62921,0.7667,0.63124,0.95034,0.97457,0.00571,0.0002576,0.0002576,0.0002576
46,501.955,0.69038,0.34656,0.00426,0.76179,0.69663,0.77326,0.64283,0.92146,0.94262,0.00538,0.000218,0.000218,0.000218
47,510.873,0.67693,0.34876,0.00365,0.69566,0.74485,0.78104,0.64684,0.93493,0.92793,0.00538,0.0001784,0.0001784,0.0001784
48,518.824,0.6937,0.36006,0.00378,0.70702,0.74157,0.77871,0.6597,0.91941,0.91798,0.00535,0.0001388,0.0001388,0.0001388
49,526.748,0.67347,0.35972,0.00376,0.71953,0.7495,0.77841,0.65807,0.90249,0.89989,0.00527,9.92e-05,9.92e-05,9.92e-05
50,534.342,0.63096,0.37671,0.00362,0.7246,0.74157,0.77554,0.6582,0.89181,0.89674,0.00523,5.96e-05,5.96e-05,5.96e-05
